# Time-averaged data for fix Re_Primary
Step Lx Ly Lz StrainY StressYY
200 60.4159 130.37 55.8132 5.025e-05 0.0411869
400 60.4159 130.383 55.8132 0.00015025 0.0512226
600 60.4159 130.396 55.8132 0.00025025 0.0756486
800 60.4159 130.409 55.8132 0.00035025 0.0970945
1000 60.4159 130.422 55.8132 0.00045025 0.0842392
1200 60.4159 130.435 55.8132 0.00055025 0.074947
1400 60.4159 130.448 55.8132 0.00065025 0.11058
1600 60.4159 130.461 55.8132 0.00075025 0.126108
1800 60.4159 130.474 55.8132 0.00085025 0.12126
2000 60.4159 130.487 55.8132 0.00095025 0.133532
2200 60.4159 130.5 55.8132 0.00105025 0.123595
2400 60.4159 130.513 55.8132 0.00115025 0.174768
2600 60.4159 130.526 55.8132 0.00125025 0.153137
2800 60.4159 130.539 55.8132 0.00135025 0.171855
3000 60.4159 130.552 55.8132 0.00145025 0.203684
3200 60.4159 130.565 55.8132 0.00155025 0.202563
3400 60.4159 130.579 55.8132 0.00165025 0.200688
3600 60.4159 130.592 55.8132 0.00175025 0.23582
3800 60.4159 130.605 55.8132 0.00185025 0.207668
4000 60.4159 130.618 55.8132 0.00195025 0.239932
4200 60.4159 130.631 55.8132 0.00205025 0.241098
4400 60.4159 130.644 55.8132 0.00215025 0.256229
4600 60.4159 130.657 55.8132 0.00225025 0.278566
4800 60.4159 130.67 55.8132 0.00235025 0.279353
5000 60.4159 130.683 55.8132 0.00245025 0.267609
5200 60.4159 130.696 55.8132 0.00255025 0.297867
5400 60.4159 130.709 55.8132 0.00265025 0.312297
5600 60.4159 130.722 55.8132 0.00275025 0.315276
5800 60.4159 130.735 55.8132 0.00285025 0.33673
6000 60.4159 130.748 55.8132 0.00295025 0.342648
6200 60.4159 130.761 55.8132 0.00305025 0.349811
6400 60.4159 130.774 55.8132 0.00315025 0.362757
6600 60.4159 130.787 55.8132 0.00325025 0.376618
6800 60.4159 130.8 55.8132 0.00335025 0.382847
7000 60.4159 130.813 55.8132 0.00345025 0.385148
7200 60.4159 130.826 55.8132 0.00355025 0.404261
7400 60.4159 130.839 55.8132 0.00365025 0.422762
7600 60.4159 130.852 55.8132 0.00375025 0.426115
7800 60.4159 130.865 55.8132 0.00385025 0.431921
8000 60.4159 130.878 55.8132 0.00395025 0.447126
8200 60.4159 130.891 55.8132 0.00405025 0.455596
8400 60.4159 130.904 55.8132 0.00415025 0.467234
8600 60.4159 130.917 55.8132 0.00425025 0.464706
8800 60.4159 130.931 55.8132 0.00435025 0.499169
9000 60.4159 130.944 55.8132 0.00445025 0.481976
9200 60.4159 130.957 55.8132 0.00455025 0.498019
9400 60.4159 130.97 55.8132 0.00465025 0.516925
9600 60.4159 130.983 55.8132 0.00475025 0.509115
9800 60.4159 130.996 55.8132 0.00485025 0.546621
10000 60.4159 131.009 55.8132 0.00495025 0.54162
10200 60.4159 131.022 55.8132 0.00505025 0.568311
10400 60.4159 131.035 55.8132 0.00515025 0.552158
10600 60.4159 131.048 55.8132 0.00525025 0.586628
10800 60.4159 131.061 55.8132 0.00535025 0.574963
11000 60.4159 131.074 55.8132 0.00545025 0.614009
11200 60.4159 131.087 55.8132 0.00555025 0.612077
11400 60.4159 131.1 55.8132 0.00565025 0.616513
11600 60.4159 131.113 55.8132 0.00575025 0.638431
11800 60.4159 131.126 55.8132 0.00585025 0.622699
12000 60.4159 131.139 55.8132 0.00595025 0.663946
12200 60.4159 131.152 55.8132 0.00605025 0.659982
12400 60.4159 131.165 55.8132 0.00615025 0.675579
12600 60.4159 131.178 55.8132 0.00625025 0.657536
12800 60.4159 131.191 55.8132 0.00635025 0.72112
13000 60.4159 131.204 55.8132 0.00645025 0.707197
13200 60.4159 131.217 55.8132 0.00655025 0.714098
13400 60.4159 131.23 55.8132 0.00665025 0.706461
13600 60.4159 131.243 55.8132 0.00675025 0.732108
13800 60.4159 131.256 55.8132 0.00685025 0.761028
14000 60.4159 131.269 55.8132 0.00695025 0.75216
14200 60.4159 131.282 55.8132 0.00705025 0.754118
14400 60.4159 131.296 55.8132 0.00715025 0.781499
14600 60.4159 131.309 55.8132 0.00725025 0.773415
14800 60.4159 131.322 55.8132 0.00735025 0.803212
15000 60.4159 131.335 55.8132 0.00745025 0.80488
15200 60.4159 131.348 55.8132 0.00755025 0.834846
15400 60.4159 131.361 55.8132 0.00765025 0.795233
15600 60.4159 131.374 55.8132 0.00775025 0.853703
15800 60.4159 131.387 55.8132 0.00785025 0.849558
16000 60.4159 131.4 55.8132 0.00795025 0.873686
16200 60.4159 131.413 55.8132 0.00805025 0.882101
16400 60.4159 131.426 55.8132 0.00815025 0.861233
16600 60.4159 131.439 55.8132 0.00825025 0.899405
16800 60.4159 131.452 55.8132 0.00835025 0.903857
17000 60.4159 131.465 55.8132 0.00845025 0.917885
17200 60.4159 131.478 55.8132 0.00855025 0.921415
17400 60.4159 131.491 55.8132 0.00865025 0.923545
17600 60.4159 131.504 55.8132 0.00875025 0.953534
17800 60.4159 131.517 55.8132 0.00885025 0.950686
18000 60.4159 131.53 55.8132 0.00895025 0.95942
18200 60.4159 131.543 55.8132 0.00905025 0.983219
18400 60.4159 131.556 55.8132 0.00915025 1.00381
18600 60.4159 131.569 55.8132 0.00925025 0.984439
18800 60.4159 131.582 55.8132 0.00935025 1.00474
19000 60.4159 131.595 55.8132 0.00945025 1.01171
19200 60.4159 131.608 55.8132 0.00955025 1.01505
19400 60.4159 131.621 55.8132 0.00965025 1.03442
19600 60.4159 131.634 55.8132 0.00975025 1.07682
19800 60.4159 131.648 55.8132 0.00985025 1.07199
20000 60.4159 131.661 55.8132 0.00995025 1.04443
20200 60.4159 131.674 55.8132 0.0100502 1.0752
20400 60.4159 131.687 55.8132 0.0101502 1.11286
20600 60.4159 131.7 55.8132 0.0102502 1.08458
20800 60.4159 131.713 55.8132 0.0103502 1.1344
21000 60.4159 131.726 55.8132 0.0104502 1.10087
21200 60.4159 131.739 55.8132 0.0105502 1.11327
21400 60.4159 131.752 55.8132 0.0106502 1.15748
21600 60.4159 131.765 55.8132 0.0107502 1.15419
21800 60.4159 131.778 55.8132 0.0108502 1.14681
22000 60.4159 131.791 55.8132 0.0109502 1.16417
22200 60.4159 131.804 55.8132 0.0110502 1.17977
22400 60.4159 131.817 55.8132 0.0111502 1.19995
22600 60.4159 131.83 55.8132 0.0112502 1.19469
22800 60.4159 131.843 55.8132 0.0113502 1.21791
23000 60.4159 131.856 55.8132 0.0114502 1.21525
23200 60.4159 131.869 55.8132 0.0115502 1.25236
23400 60.4159 131.882 55.8132 0.0116502 1.24335
23600 60.4159 131.895 55.8132 0.0117502 1.26818
23800 60.4159 131.908 55.8132 0.0118502 1.26133
24000 60.4159 131.921 55.8132 0.0119502 1.28353
24200 60.4159 131.934 55.8132 0.0120502 1.26958
24400 60.4159 131.947 55.8132 0.0121502 1.31761
24600 60.4159 131.96 55.8132 0.0122502 1.28826
24800 60.4159 131.973 55.8132 0.0123502 1.35084
25000 60.4159 131.986 55.8132 0.0124502 1.30926
25200 60.4159 131.999 55.8132 0.0125502 1.35736
25400 60.4159 132.013 55.8132 0.0126502 1.34905
25600 60.4159 132.026 55.8132 0.0127502 1.36877
25800 60.4159 132.039 55.8132 0.0128502 1.38478
26000 60.4159 132.052 55.8132 0.0129502 1.37869
26200 60.4159 132.065 55.8132 0.0130502 1.41022
26400 60.4159 132.078 55.8132 0.0131502 1.39866
26600 60.4159 132.091 55.8132 0.0132502 1.42224
26800 60.4159 132.104 55.8132 0.0133502 1.41752
27000 60.4159 132.117 55.8132 0.0134502 1.46735
27200 60.4159 132.13 55.8132 0.0135502 1.44078
27400 60.4159 132.143 55.8132 0.0136502 1.46951
27600 60.4159 132.156 55.8132 0.0137502 1.4901
27800 60.4159 132.169 55.8132 0.0138502 1.48143
28000 60.4159 132.182 55.8132 0.0139502 1.49396
28200 60.4159 132.195 55.8132 0.0140502 1.52412
28400 60.4159 132.208 55.8132 0.0141502 1.51713
28600 60.4159 132.221 55.8132 0.0142502 1.50776
28800 60.4159 132.234 55.8132 0.0143502 1.55817
29000 60.4159 132.247 55.8132 0.0144502 1.55305
29200 60.4159 132.26 55.8132 0.0145502 1.54914
29400 60.4159 132.273 55.8132 0.0146502 1.58992
29600 60.4159 132.286 55.8132 0.0147502 1.59397
29800 60.4159 132.299 55.8132 0.0148502 1.56615
30000 60.4159 132.312 55.8132 0.0149502 1.63371
30200 60.4159 132.325 55.8132 0.0150502 1.60373
30400 60.4159 132.338 55.8132 0.0151502 1.6381
30600 60.4159 132.351 55.8132 0.0152502 1.63303
