# Time-averaged data for fix Re_Primary
Step Lx Ly Lz StrainY StressYY
200 60.2606 130.393 55.9234 5.025e-05 -0.024817
400 60.2606 130.406 55.9234 0.00015025 -0.0125379
600 60.2606 130.419 55.9234 0.00025025 -0.0157392
800 60.2606 130.433 55.9234 0.00035025 0.00227496
1000 60.2606 130.446 55.9234 0.00045025 0.0172987
1200 60.2606 130.459 55.9234 0.00055025 0.008389
1400 60.2606 130.472 55.9234 0.00065025 0.044341
1600 60.2606 130.485 55.9234 0.00075025 0.0439479
1800 60.2606 130.498 55.9234 0.00085025 0.051453
2000 60.2606 130.511 55.9234 0.00095025 0.0597629
2200 60.2606 130.524 55.9234 0.00105025 0.0849965
2400 60.2606 130.537 55.9234 0.00115025 0.075819
2600 60.2606 130.55 55.9234 0.00125025 0.108172
2800 60.2606 130.563 55.9234 0.00135025 0.0950052
3000 60.2606 130.576 55.9234 0.00145025 0.104617
3200 60.2606 130.589 55.9234 0.00155025 0.134485
3400 60.2606 130.602 55.9234 0.00165025 0.137883
3600 60.2606 130.615 55.9234 0.00175025 0.140391
3800 60.2606 130.628 55.9234 0.00185025 0.157227
4000 60.2606 130.641 55.9234 0.00195025 0.16412
4200 60.2606 130.654 55.9234 0.00205025 0.163169
4400 60.2606 130.667 55.9234 0.00215025 0.216091
4600 60.2606 130.68 55.9234 0.00225025 0.181266
4800 60.2606 130.693 55.9234 0.00235025 0.207745
5000 60.2606 130.706 55.9234 0.00245025 0.236083
5200 60.2606 130.719 55.9234 0.00255025 0.223069
5400 60.2606 130.732 55.9234 0.00265025 0.234061
5600 60.2606 130.745 55.9234 0.00275025 0.256137
5800 60.2606 130.758 55.9234 0.00285025 0.244426
6000 60.2606 130.772 55.9234 0.00295025 0.254961
6200 60.2606 130.785 55.9234 0.00305025 0.274015
6400 60.2606 130.798 55.9234 0.00315025 0.290397
6600 60.2606 130.811 55.9234 0.00325025 0.297641
6800 60.2606 130.824 55.9234 0.00335025 0.303588
7000 60.2606 130.837 55.9234 0.00345025 0.3405
7200 60.2606 130.85 55.9234 0.00355025 0.321952
7400 60.2606 130.863 55.9234 0.00365025 0.340986
7600 60.2606 130.876 55.9234 0.00375025 0.367236
7800 60.2606 130.889 55.9234 0.00385025 0.363244
8000 60.2606 130.902 55.9234 0.00395025 0.36611
8200 60.2606 130.915 55.9234 0.00405025 0.375911
8400 60.2606 130.928 55.9234 0.00415025 0.423105
8600 60.2606 130.941 55.9234 0.00425025 0.394292
8800 60.2606 130.954 55.9234 0.00435025 0.419795
9000 60.2606 130.967 55.9234 0.00445025 0.456243
9200 60.2606 130.98 55.9234 0.00455025 0.40955
9400 60.2606 130.993 55.9234 0.00465025 0.445955
9600 60.2606 131.006 55.9234 0.00475025 0.480826
9800 60.2606 131.019 55.9234 0.00485025 0.445512
10000 60.2606 131.032 55.9234 0.00495025 0.484343
10200 60.2606 131.045 55.9234 0.00505025 0.490832
10400 60.2606 131.058 55.9234 0.00515025 0.489349
10600 60.2606 131.071 55.9234 0.00525025 0.531068
10800 60.2606 131.084 55.9234 0.00535025 0.509242
11000 60.2606 131.098 55.9234 0.00545025 0.546355
11200 60.2606 131.111 55.9234 0.00555025 0.541352
11400 60.2606 131.124 55.9234 0.00565025 0.543701
11600 60.2606 131.137 55.9234 0.00575025 0.56742
11800 60.2606 131.15 55.9234 0.00585025 0.565689
12000 60.2606 131.163 55.9234 0.00595025 0.559704
12200 60.2606 131.176 55.9234 0.00605025 0.608644
12400 60.2606 131.189 55.9234 0.00615025 0.605598
12600 60.2606 131.202 55.9234 0.00625025 0.608398
12800 60.2606 131.215 55.9234 0.00635025 0.623576
13000 60.2606 131.228 55.9234 0.00645025 0.644677
13200 60.2606 131.241 55.9234 0.00655025 0.636101
13400 60.2606 131.254 55.9234 0.00665025 0.662048
13600 60.2606 131.267 55.9234 0.00675025 0.66706
13800 60.2606 131.28 55.9234 0.00685025 0.684252
14000 60.2606 131.293 55.9234 0.00695025 0.680112
14200 60.2606 131.306 55.9234 0.00705025 0.685652
14400 60.2606 131.319 55.9234 0.00715025 0.726265
14600 60.2606 131.332 55.9234 0.00725025 0.7267
14800 60.2606 131.345 55.9234 0.00735025 0.731987
15000 60.2606 131.358 55.9234 0.00745025 0.741467
15200 60.2606 131.371 55.9234 0.00755025 0.752117
15400 60.2606 131.384 55.9234 0.00765025 0.755748
15600 60.2606 131.397 55.9234 0.00775025 0.777978
15800 60.2606 131.41 55.9234 0.00785025 0.772708
16000 60.2606 131.423 55.9234 0.00795025 0.79044
16200 60.2606 131.437 55.9234 0.00805025 0.822016
16400 60.2606 131.45 55.9234 0.00815025 0.79615
16600 60.2606 131.463 55.9234 0.00825025 0.807795
16800 60.2606 131.476 55.9234 0.00835025 0.861255
17000 60.2606 131.489 55.9234 0.00845025 0.821762
17200 60.2606 131.502 55.9234 0.00855025 0.859293
17400 60.2606 131.515 55.9234 0.00865025 0.858878
17600 60.2606 131.528 55.9234 0.00875025 0.880675
17800 60.2606 131.541 55.9234 0.00885025 0.904513
18000 60.2606 131.554 55.9234 0.00895025 0.900006
