# LAMMPS data file written by OVITO Basic 3.9.2

29952 atoms
2 atom types

-24.963235855 34.948530197 xlo xhi
-59.911766052 69.897060394 ylo yhi
-20.8017797469 34.6696329115 zlo zhi

Masses

1 28.0855  # Si
2 15.9994  # O

Atoms  # charge

1 1 0.0 -23.9714045213 -55.9109502147 -19.0682981013
2 1 0.0 -20.9624200177 -58.9199347183 -15.6013348102
3 1 0.0 -21.4750809358 -56.4236111328 -17.3348164558
4 1 0.0 -23.4587436032 -58.4072738002 -20.8017797469
5 2 0.0 -24.431861377 -58.7204528066 -15.1152078056
6 2 0.0 -20.5019632369 -56.1104321264 -18.5821710967
7 2 0.0 -23.6582255149 -56.8840679136 -20.3156527423
8 2 0.0 -21.2755990241 -57.9468170194 -16.8486894512
9 2 0.0 -22.9982868224 -56.2241292211 -17.8209434603
10 2 0.0 -21.9355377166 -58.6067557119 -14.3539801692
11 2 0.0 -23.7719226096 -59.380391574 -19.5544251059
12 2 0.0 -21.1619019294 -55.4504934339 -16.0874618148
13 1 0.0 -23.9714045213 -55.9109502147 -12.134371519
14 1 0.0 -20.9624200177 -58.9199347183 -8.6674082279
15 1 0.0 -21.4750809358 -56.4236111328 -10.4008898734
16 1 0.0 -23.4587436032 -58.4072738002 -13.8678531646
17 2 0.0 -24.431861377 -58.7204528066 -8.1812812233
18 2 0.0 -20.5019632369 -56.1104321264 -11.6482445144
19 2 0.0 -23.6582255149 -56.8840679136 -13.38172616
20 2 0.0 -21.2755990241 -57.9468170194 -9.9147628689
21 2 0.0 -22.9982868224 -56.2241292211 -10.887016878
22 2 0.0 -21.9355377166 -58.6067557119 -7.4200535869
23 2 0.0 -23.7719226096 -59.380391574 -12.6204985236
24 2 0.0 -21.1619019294 -55.4504934339 -9.1535352325
25 1 0.0 -23.9714045213 -55.9109502147 -5.2004449367
26 1 0.0 -20.9624200177 -58.9199347183 -1.7334816456
27 1 0.0 -21.4750809358 -56.4236111328 -3.4669632911
28 1 0.0 -23.4587436032 -58.4072738002 -6.9339265823
29 2 0.0 -24.431861377 -58.7204528066 -1.247354641
30 2 0.0 -20.5019632369 -56.1104321264 -4.7143179321
31 2 0.0 -23.6582255149 -56.8840679136 -6.4477995777
32 2 0.0 -21.2755990241 -57.9468170194 -2.9808362866
33 2 0.0 -22.9982868224 -56.2241292211 -3.9530902957
34 2 0.0 -21.9355377166 -58.6067557119 -0.4861270046
35 2 0.0 -23.7719226096 -59.380391574 -5.6865719413
36 2 0.0 -21.1619019294 -55.4504934339 -2.2196086502
37 1 0.0 -23.9714045213 -55.9109502147 1.7334816456
38 1 0.0 -20.9624200177 -58.9199347183 5.2004449367
39 1 0.0 -21.4750809358 -56.4236111328 3.4669632911
40 1 0.0 -23.4587436032 -58.4072738002 0.0
41 2 0.0 -24.431861377 -58.7204528066 5.6865719413
42 2 0.0 -20.5019632369 -56.1104321264 2.2196086502
43 2 0.0 -23.6582255149 -56.8840679136 0.4861270046
44 2 0.0 -21.2755990241 -57.9468170194 3.9530902957
45 2 0.0 -22.9982868224 -56.2241292211 2.9808362866
46 2 0.0 -21.9355377166 -58.6067557119 6.4477995777
47 2 0.0 -23.7719226096 -59.380391574 1.247354641
48 2 0.0 -21.1619019294 -55.4504934339 4.7143179321
49 1 0.0 -23.9714045213 -55.9109502147 8.6674082279
50 1 0.0 -20.9624200177 -58.9199347183 12.134371519
51 1 0.0 -21.4750809358 -56.4236111328 10.4008898734
52 1 0.0 -23.4587436032 -58.4072738002 6.9339265823
53 2 0.0 -24.431861377 -58.7204528066 12.6204985236
54 2 0.0 -20.5019632369 -56.1104321264 9.1535352325
55 2 0.0 -23.6582255149 -56.8840679136 7.4200535869
56 2 0.0 -21.2755990241 -57.9468170194 10.887016878
57 2 0.0 -22.9982868224 -56.2241292211 9.9147628689
58 2 0.0 -21.9355377166 -58.6067557119 13.38172616
59 2 0.0 -23.7719226096 -59.380391574 8.1812812233
60 2 0.0 -21.1619019294 -55.4504934339 11.6482445144
61 1 0.0 -23.9714045213 -55.9109502147 15.6013348102
62 1 0.0 -20.9624200177 -58.9199347183 19.0682981013
63 1 0.0 -21.4750809358 -56.4236111328 17.3348164558
64 1 0.0 -23.4587436032 -58.4072738002 13.8678531646
65 2 0.0 -24.431861377 -58.7204528066 19.5544251059
66 2 0.0 -20.5019632369 -56.1104321264 16.0874618148
67 2 0.0 -23.6582255149 -56.8840679136 14.3539801692
68 2 0.0 -21.2755990241 -57.9468170194 17.8209434603
69 2 0.0 -22.9982868224 -56.2241292211 16.8486894512
70 2 0.0 -21.9355377166 -58.6067557119 20.3156527423
71 2 0.0 -23.7719226096 -59.380391574 15.1152078056
72 2 0.0 -21.1619019294 -55.4504934339 18.5821710967
73 1 0.0 -23.9714045213 -55.9109502147 22.5352613925
74 1 0.0 -20.9624200177 -58.9199347183 26.0022246836
75 1 0.0 -21.4750809358 -56.4236111328 24.268743038
76 1 0.0 -23.4587436032 -58.4072738002 20.8017797469
77 2 0.0 -24.431861377 -58.7204528066 26.4883516882
78 2 0.0 -20.5019632369 -56.1104321264 23.0213883971
79 2 0.0 -23.6582255149 -56.8840679136 21.2879067515
80 2 0.0 -21.2755990241 -57.9468170194 24.7548700426
81 2 0.0 -22.9982868224 -56.2241292211 23.7826160335
82 2 0.0 -21.9355377166 -58.6067557119 27.2495793246
83 2 0.0 -23.7719226096 -59.380391574 22.0491343879
84 2 0.0 -21.1619019294 -55.4504934339 25.516097679
85 1 0.0 -23.9714045213 -55.9109502147 29.4691879748
86 1 0.0 -20.9624200177 -58.9199347183 32.9361512659
87 1 0.0 -21.4750809358 -56.4236111328 31.2026696204
88 1 0.0 -23.4587436032 -58.4072738002 27.7357063292
89 2 0.0 -24.431861377 -58.7204528066 33.4222782705
90 2 0.0 -20.5019632369 -56.1104321264 29.9553149794
91 2 0.0 -23.6582255149 -56.8840679136 28.2218333338
92 2 0.0 -21.2755990241 -57.9468170194 31.6887966249
93 2 0.0 -22.9982868224 -56.2241292211 30.7165426158
94 2 0.0 -21.9355377166 -58.6067557119 34.1835059069
95 2 0.0 -23.7719226096 -59.380391574 28.9830609702
96 2 0.0 -21.1619019294 -55.4504934339 32.4500242613
97 1 0.0 -23.9714045213 -50.9183030437 -19.0682981013
98 1 0.0 -20.9624200177 -53.9272875473 -15.6013348102
99 1 0.0 -21.4750809358 -51.4309639618 -17.3348164558
100 1 0.0 -23.4587436032 -53.4146266292 -20.8017797469
101 2 0.0 -24.431861377 -53.7278056356 -15.1152078056
102 2 0.0 -20.5019632369 -51.1177849554 -18.5821710967
103 2 0.0 -23.6582255149 -51.8914207426 -20.3156527423
104 2 0.0 -21.2755990241 -52.9541698484 -16.8486894512
105 2 0.0 -22.9982868224 -51.2314820501 -17.8209434603
106 2 0.0 -21.9355377166 -53.6141085409 -14.3539801692
107 2 0.0 -23.7719226096 -54.387744403 -19.5544251059
108 2 0.0 -21.1619019294 -50.4578462629 -16.0874618148
109 1 0.0 -23.9714045213 -50.9183030437 -12.134371519
110 1 0.0 -20.9624200177 -53.9272875473 -8.6674082279
111 1 0.0 -21.4750809358 -51.4309639618 -10.4008898734
112 1 0.0 -23.4587436032 -53.4146266292 -13.8678531646
113 2 0.0 -24.431861377 -53.7278056356 -8.1812812233
114 2 0.0 -20.5019632369 -51.1177849554 -11.6482445144
115 2 0.0 -23.6582255149 -51.8914207426 -13.38172616
116 2 0.0 -21.2755990241 -52.9541698484 -9.9147628689
117 2 0.0 -22.9982868224 -51.2314820501 -10.887016878
118 2 0.0 -21.9355377166 -53.6141085409 -7.4200535869
119 2 0.0 -23.7719226096 -54.387744403 -12.6204985236
120 2 0.0 -21.1619019294 -50.4578462629 -9.1535352325
121 1 0.0 -23.9714045213 -50.9183030437 -5.2004449367
122 1 0.0 -20.9624200177 -53.9272875473 -1.7334816456
123 1 0.0 -21.4750809358 -51.4309639618 -3.4669632911
124 1 0.0 -23.4587436032 -53.4146266292 -6.9339265823
125 2 0.0 -24.431861377 -53.7278056356 -1.247354641
126 2 0.0 -20.5019632369 -51.1177849554 -4.7143179321
127 2 0.0 -23.6582255149 -51.8914207426 -6.4477995777
128 2 0.0 -21.2755990241 -52.9541698484 -2.9808362866
129 2 0.0 -22.9982868224 -51.2314820501 -3.9530902957
130 2 0.0 -21.9355377166 -53.6141085409 -0.4861270046
131 2 0.0 -23.7719226096 -54.387744403 -5.6865719413
132 2 0.0 -21.1619019294 -50.4578462629 -2.2196086502
133 1 0.0 -23.9714045213 -50.9183030437 1.7334816456
134 1 0.0 -20.9624200177 -53.9272875473 5.2004449367
135 1 0.0 -21.4750809358 -51.4309639618 3.4669632911
136 1 0.0 -23.4587436032 -53.4146266292 0.0
137 2 0.0 -24.431861377 -53.7278056356 5.6865719413
138 2 0.0 -20.5019632369 -51.1177849554 2.2196086502
139 2 0.0 -23.6582255149 -51.8914207426 0.4861270046
140 2 0.0 -21.2755990241 -52.9541698484 3.9530902957
141 2 0.0 -22.9982868224 -51.2314820501 2.9808362866
142 2 0.0 -21.9355377166 -53.6141085409 6.4477995777
143 2 0.0 -23.7719226096 -54.387744403 1.247354641
144 2 0.0 -21.1619019294 -50.4578462629 4.7143179321
145 1 0.0 -23.9714045213 -50.9183030437 8.6674082279
146 1 0.0 -20.9624200177 -53.9272875473 12.134371519
147 1 0.0 -21.4750809358 -51.4309639618 10.4008898734
148 1 0.0 -23.4587436032 -53.4146266292 6.9339265823
149 2 0.0 -24.431861377 -53.7278056356 12.6204985236
150 2 0.0 -20.5019632369 -51.1177849554 9.1535352325
151 2 0.0 -23.6582255149 -51.8914207426 7.4200535869
152 2 0.0 -21.2755990241 -52.9541698484 10.887016878
153 2 0.0 -22.9982868224 -51.2314820501 9.9147628689
154 2 0.0 -21.9355377166 -53.6141085409 13.38172616
155 2 0.0 -23.7719226096 -54.387744403 8.1812812233
156 2 0.0 -21.1619019294 -50.4578462629 11.6482445144
157 1 0.0 -23.9714045213 -50.9183030437 15.6013348102
158 1 0.0 -20.9624200177 -53.9272875473 19.0682981013
159 1 0.0 -21.4750809358 -51.4309639618 17.3348164558
160 1 0.0 -23.4587436032 -53.4146266292 13.8678531646
161 2 0.0 -24.431861377 -53.7278056356 19.5544251059
162 2 0.0 -20.5019632369 -51.1177849554 16.0874618148
163 2 0.0 -23.6582255149 -51.8914207426 14.3539801692
164 2 0.0 -21.2755990241 -52.9541698484 17.8209434603
165 2 0.0 -22.9982868224 -51.2314820501 16.8486894512
166 2 0.0 -21.9355377166 -53.6141085409 20.3156527423
