# Time-averaged data for fix Re_Primary
Step Lx Ly Lz StrainY StressYY
200 60.2883 130.402 55.8291 5.025e-05 0.0433392
400 60.2883 130.415 55.8291 0.00015025 0.0379562
600 60.2883 130.428 55.8291 0.00025025 0.0443855
800 60.2883 130.441 55.8291 0.00035025 0.0773518
1000 60.2883 130.454 55.8291 0.00045025 0.0728421
1200 60.2883 130.467 55.8291 0.00055025 0.0648039
1400 60.2883 130.48 55.8291 0.00065025 0.10725
1600 60.2883 130.493 55.8291 0.00075025 0.0999082
1800 60.2883 130.506 55.8291 0.00085025 0.115425
2000 60.2883 130.519 55.8291 0.00095025 0.135321
2200 60.2883 130.532 55.8291 0.00105025 0.117047
2400 60.2883 130.545 55.8291 0.00115025 0.165624
2600 60.2883 130.558 55.8291 0.00125025 0.133852
2800 60.2883 130.571 55.8291 0.00135025 0.169315
3000 60.2883 130.584 55.8291 0.00145025 0.164943
3200 60.2883 130.597 55.8291 0.00155025 0.199791
3400 60.2883 130.61 55.8291 0.00165025 0.190901
3600 60.2883 130.623 55.8291 0.00175025 0.197967
3800 60.2883 130.637 55.8291 0.00185025 0.208128
4000 60.2883 130.65 55.8291 0.00195025 0.236766
4200 60.2883 130.663 55.8291 0.00205025 0.226784
4400 60.2883 130.676 55.8291 0.00215025 0.246972
4600 60.2883 130.689 55.8291 0.00225025 0.259898
4800 60.2883 130.702 55.8291 0.00235025 0.259194
5000 60.2883 130.715 55.8291 0.00245025 0.280033
5200 60.2883 130.728 55.8291 0.00255025 0.269493
5400 60.2883 130.741 55.8291 0.00265025 0.331959
5600 60.2883 130.754 55.8291 0.00275025 0.29776
5800 60.2883 130.767 55.8291 0.00285025 0.299825
6000 60.2883 130.78 55.8291 0.00295025 0.347577
6200 60.2883 130.793 55.8291 0.00305025 0.335282
6400 60.2883 130.806 55.8291 0.00315025 0.361201
6600 60.2883 130.819 55.8291 0.00325025 0.374696
6800 60.2883 130.832 55.8291 0.00335025 0.361634
7000 60.2883 130.845 55.8291 0.00345025 0.388733
7200 60.2883 130.858 55.8291 0.00355025 0.38241
7400 60.2883 130.871 55.8291 0.00365025 0.393089
7600 60.2883 130.884 55.8291 0.00375025 0.427037
7800 60.2883 130.897 55.8291 0.00385025 0.420546
8000 60.2883 130.91 55.8291 0.00395025 0.428985
8200 60.2883 130.923 55.8291 0.00405025 0.462438
8400 60.2883 130.936 55.8291 0.00415025 0.435224
8600 60.2883 130.949 55.8291 0.00425025 0.475597
8800 60.2883 130.963 55.8291 0.00435025 0.475015
9000 60.2883 130.976 55.8291 0.00445025 0.494311
9200 60.2883 130.989 55.8291 0.00455025 0.511514
9400 60.2883 131.002 55.8291 0.00465025 0.502804
9600 60.2883 131.015 55.8291 0.00475025 0.522959
9800 60.2883 131.028 55.8291 0.00485025 0.530992
10000 60.2883 131.041 55.8291 0.00495025 0.536161
10200 60.2883 131.054 55.8291 0.00505025 0.550257
10400 60.2883 131.067 55.8291 0.00515025 0.560081
10600 60.2883 131.08 55.8291 0.00525025 0.579414
10800 60.2883 131.093 55.8291 0.00535025 0.584085
11000 60.2883 131.106 55.8291 0.00545025 0.604671
11200 60.2883 131.119 55.8291 0.00555025 0.602745
11400 60.2883 131.132 55.8291 0.00565025 0.592724
11600 60.2883 131.145 55.8291 0.00575025 0.635085
11800 60.2883 131.158 55.8291 0.00585025 0.637761
12000 60.2883 131.171 55.8291 0.00595025 0.641564
12200 60.2883 131.184 55.8291 0.00605025 0.650813
12400 60.2883 131.197 55.8291 0.00615025 0.69264
12600 60.2883 131.21 55.8291 0.00625025 0.667507
12800 60.2883 131.223 55.8291 0.00635025 0.680472
13000 60.2883 131.236 55.8291 0.00645025 0.693876
13200 60.2883 131.249 55.8291 0.00655025 0.705315
13400 60.2883 131.262 55.8291 0.00665025 0.721551
13600 60.2883 131.275 55.8291 0.00675025 0.734082
13800 60.2883 131.289 55.8291 0.00685025 0.730668
14000 60.2883 131.302 55.8291 0.00695025 0.760068
14200 60.2883 131.315 55.8291 0.00705025 0.75622
14400 60.2883 131.328 55.8291 0.00715025 0.766056
14600 60.2883 131.341 55.8291 0.00725025 0.805363
14800 60.2883 131.354 55.8291 0.00735025 0.7626
15000 60.2883 131.367 55.8291 0.00745025 0.803453
15200 60.2883 131.38 55.8291 0.00755025 0.823845
15400 60.2883 131.393 55.8291 0.00765025 0.821975
15600 60.2883 131.406 55.8291 0.00775025 0.833378
15800 60.2883 131.419 55.8291 0.00785025 0.834554
16000 60.2883 131.432 55.8291 0.00795025 0.877899
16200 60.2883 131.445 55.8291 0.00805025 0.878565
16400 60.2883 131.458 55.8291 0.00815025 0.870096
16600 60.2883 131.471 55.8291 0.00825025 0.896566
16800 60.2883 131.484 55.8291 0.00835025 0.915096
17000 60.2883 131.497 55.8291 0.00845025 0.891171
17200 60.2883 131.51 55.8291 0.00855025 0.921303
17400 60.2883 131.523 55.8291 0.00865025 0.926775
17600 60.2883 131.536 55.8291 0.00875025 0.956904
17800 60.2883 131.549 55.8291 0.00885025 0.965555
18000 60.2883 131.562 55.8291 0.00895025 0.954709
18200 60.2883 131.575 55.8291 0.00905025 0.981253
18400 60.2883 131.588 55.8291 0.00915025 0.979093
18600 60.2883 131.601 55.8291 0.00925025 1.00859
18800 60.2883 131.615 55.8291 0.00935025 1.00798
19000 60.2883 131.628 55.8291 0.00945025 1.04298
19200 60.2883 131.641 55.8291 0.00955025 1.02114
19400 60.2883 131.654 55.8291 0.00965025 1.06109
19600 60.2883 131.667 55.8291 0.00975025 1.03635
19800 60.2883 131.68 55.8291 0.00985025 1.05761
20000 60.2883 131.693 55.8291 0.00995025 1.07513
20200 60.2883 131.706 55.8291 0.0100503 1.07634
20400 60.2883 131.719 55.8291 0.0101503 1.09913
20600 60.2883 131.732 55.8291 0.0102503 1.1096
20800 60.2883 131.745 55.8291 0.0103503 1.11206
21000 60.2883 131.758 55.8291 0.0104503 1.13734
21200 60.2883 131.771 55.8291 0.0105503 1.12882
21400 60.2883 131.784 55.8291 0.0106503 1.15688
21600 60.2883 131.797 55.8291 0.0107503 1.16877
21800 60.2883 131.81 55.8291 0.0108503 1.16243
22000 60.2883 131.823 55.8291 0.0109503 1.17568
22200 60.2883 131.836 55.8291 0.0110503 1.19243
22400 60.2883 131.849 55.8291 0.0111503 1.21729
22600 60.2883 131.862 55.8291 0.0112503 1.2036
22800 60.2883 131.875 55.8291 0.0113503 1.23197
23000 60.2883 131.888 55.8291 0.0114503 1.23455
23200 60.2883 131.901 55.8291 0.0115503 1.24172
23400 60.2883 131.914 55.8291 0.0116503 1.26401
23600 60.2883 131.927 55.8291 0.0117503 1.27701
23800 60.2883 131.94 55.8291 0.0118503 1.26737
24000 60.2883 131.954 55.8291 0.0119503 1.30636
24200 60.2883 131.967 55.8291 0.0120503 1.30519
24400 60.2883 131.98 55.8291 0.0121503 1.32013
24600 60.2883 131.993 55.8291 0.0122503 1.31234
24800 60.2883 132.006 55.8291 0.0123503 1.3497
25000 60.2883 132.019 55.8291 0.0124503 1.33685
25200 60.2883 132.032 55.8291 0.0125503 1.34266
25400 60.2883 132.045 55.8291 0.0126503 1.4012
25600 60.2883 132.058 55.8291 0.0127503 1.37627
25800 60.2883 132.071 55.8291 0.0128503 1.4001
26000 60.2883 132.084 55.8291 0.0129503 1.39026
26200 60.2883 132.097 55.8291 0.0130503 1.41826
26400 60.2883 132.11 55.8291 0.0131503 1.43713
