# Time-averaged data for fix Re_Primary
Step Lx Ly Lz StrainY StressYY
200 60.1715 130.445 55.8389 5.025e-05 -3.47129e-05
400 60.1715 130.458 55.8389 0.00015025 0.0220715
600 60.1715 130.471 55.8389 0.00025025 0.0274707
800 60.1715 130.484 55.8389 0.00035025 0.0339101
1000 60.1715 130.497 55.8389 0.00045025 0.0454212
1200 60.1715 130.51 55.8389 0.00055025 0.0688082
1400 60.1715 130.523 55.8389 0.00065025 0.0949211
1600 60.1715 130.536 55.8389 0.00075025 0.0600659
1800 60.1715 130.549 55.8389 0.00085025 0.112431
2000 60.1715 130.563 55.8389 0.00095025 0.111734
2200 60.1715 130.576 55.8389 0.00105025 0.0966884
2400 60.1715 130.589 55.8389 0.00115025 0.123611
2600 60.1715 130.602 55.8389 0.00125025 0.127764
2800 60.1715 130.615 55.8389 0.00135025 0.144637
3000 60.1715 130.628 55.8389 0.00145025 0.15544
3200 60.1715 130.641 55.8389 0.00155025 0.172258
3400 60.1715 130.654 55.8389 0.00165025 0.164722
3600 60.1715 130.667 55.8389 0.00175025 0.206248
3800 60.1715 130.68 55.8389 0.00185025 0.193333
4000 60.1715 130.693 55.8389 0.00195025 0.218308
4200 60.1715 130.706 55.8389 0.00205025 0.199323
4400 60.1715 130.719 55.8389 0.00215025 0.213085
4600 60.1715 130.732 55.8389 0.00225025 0.255301
4800 60.1715 130.745 55.8389 0.00235025 0.258846
5000 60.1715 130.758 55.8389 0.00245025 0.24915
5200 60.1715 130.771 55.8389 0.00255025 0.264762
5400 60.1715 130.784 55.8389 0.00265025 0.262442
5600 60.1715 130.797 55.8389 0.00275025 0.293802
5800 60.1715 130.81 55.8389 0.00285025 0.301376
6000 60.1715 130.823 55.8389 0.00295025 0.32328
6200 60.1715 130.836 55.8389 0.00305025 0.294858
6400 60.1715 130.85 55.8389 0.00315025 0.358242
6600 60.1715 130.863 55.8389 0.00325025 0.327483
6800 60.1715 130.876 55.8389 0.00335025 0.346018
7000 60.1715 130.889 55.8389 0.00345025 0.353971
7200 60.1715 130.902 55.8389 0.00355025 0.380618
7400 60.1715 130.915 55.8389 0.00365025 0.39763
7600 60.1715 130.928 55.8389 0.00375025 0.391184
7800 60.1715 130.941 55.8389 0.00385025 0.393868
8000 60.1715 130.954 55.8389 0.00395025 0.41955
8200 60.1715 130.967 55.8389 0.00405025 0.428475
8400 60.1715 130.98 55.8389 0.00415025 0.42901
8600 60.1715 130.993 55.8389 0.00425025 0.45073
